Author	AuthorGender	Concept	ConceptPair	Form	Gender	Manual	Register	Sentiment_Neutral	Sentiment_Positive	Source	Text	Year	confidence	gpt-3.5-turbo	gpt-4	sentiment
_	_	girl	Not_Adult	女孩	Female	Negative	NEWS	No	Yes	CNA	至於為什麼只注重外面,裡面卻只要穿「菊花牌」內衣就可以了?小蘇表示,她很深刻了解自己目前在追求什麼,因為她雖然時尚、思想「前沿」(意味超前),也不是那種會去追求物質、犧牲尊嚴換取報酬,或超出自己能力範圍去花錢的女孩,目前她的能力,就是把不吃飯當減肥,先全力顧好「外面」看的到的「工程」,有餘力時,再去注意「裡面」的事。	2004	0.900201141834259	Neutral	Neutral	Positive
_	_	mother-in-law	Parent_In_Law	婆婆	Female	Other	NEWS	No	Yes	CNA	彰化火車站站長蘇鎮霖說,由於今天晚上就是耶誕夜,因此台鐵特別將CK124佈置成哈利波特故事中的魔法火車,除了在火車頭戴上耶誕花圈,車上也坐了打扮成耶誕小公公小婆婆模樣的小朋友,一起分享耶誕節的喜悅。	2003	0.779224514961243	Neutral	Positive	Positive
_	_	mother-in-law	Parent_In_Law	岳母	Female	Neutral	NEWS	No	Yes	XIN	他结婚5年,家里至今没有垒灶,妻子女儿一直在岳母家吃饭;女儿5岁了,还不知道哪里是自己的家。	1991	0.95716404914856	Negative	Negative	Positive
_	_	daughter	Child	女兒	Female	Negative	NEWS	No	No	CNA	陳女是高雄市鹽埕區人,警方赴家中訊問,陳母絲毫不知陳女盜領公款一事,陳母透露女兒幫大學同學背了五百多萬元的負債,有的錢是卡債,壓得陳女喘不過氣。	2007	0.940407514572144	Negative	Negative	Negative
_	_	son	Child	兒子	Male	Neutral	NEWS	No	Yes	CNA	中國國民黨主席連戰定十一月一日抵達美國,訪問芝加哥及紐約等地,他的夫人連方瑀今天先行抵達舊金山訪問,並探視正在史丹福大學深造的兒子連勝武。	2000	0.871366500854492	Positive	Positive	Positive
杨一苗	_	boy	Not_Adult	男孩	Male	Neutral	NEWS	No	Yes	XIN	3岁的四川省北川县男孩郎铮在被从废墟中营救出时,在担架上艰难地举起右手,向营救他的解放军敬礼,这一瞬间感动了无数中国人。	2008	0.682565212249756	Positive	Positive	Positive
_	_	father	Parent	父親	Male	Neutral	NEWS	No	Yes	CNA	縣立文化中心表示,陳甲上的父親和陳總統的父親是堂兄弟,所以陳甲上和陳總統也是堂兄弟。	2004	0.995238304138184	Neutral	Neutral	Positive
_	_	husband	Spouse	丈夫	Male	Negative	NEWS	No	No	CNA	高雄市里長選舉首宗涉嫌賄選案件,高雄地檢署今天偵結,將涉案的前鎮區瑞崗里長候選人賴欽美與她的丈夫蔡明取依涉嫌違反選舉罷免法提起公訴,並對兩人各求處有期徒刑一年、褫奪公權兩年。	2002	0.534420371055603	Neutral	Negative	Negative
_	_	mother	Parent	媽媽	Female	Neutral	NEWS	No	Yes	CNA	一下子被這麼多人喊媽媽,葉童抱著戲裡的子女得意地說,省去養育的辛勞,就有現成長的這樣好的小孩,有何不好。	2002	0.511570632457733	Neutral	Positive	Positive
_	_	boy	Not_Adult	男孩	Male	Positive	NEWS	No	Yes	XIN	在网球场,四年前,还拿着捡来的玻璃瓶对着墙壁击球的菲律宾男孩杰森,已经在青奥会上打到了四分之一决赛。	2010	0.500012934207916	Positive	Positive	Positive
_	_	girl	Not_Adult	女孩	Female	Positive	NEWS	No	Yes	CNA	台中榮總今天為潘先生舉辦慶生會,潘先生說,自從知道這個心臟是來自一位十九歲的女孩,他即常對著心臟說,「丫頭,我會努力照顧自己讓妳多活幾十年」;而有了這個新的心臟,潘先生原本呼吸困難的情形不見了,現在可以一口氣爬五百公尺的山坡路,而且他還下定決心,今後不再做傷害自己健康的行為。	2002	0.782249271869659	Positive	Positive	Positive
_	_	father	Parent	父親	Male	Positive	NEWS	No	Yes	CNA	警政署長侯友宜則表揚模範父親許金輝、英勇值勤警員廖明清、殉職偵查員林安順遺孀警眷王貞文,以及十三位公益大使。	2007	0.998839914798737	Neutral	Positive	Positive
_	_	father	Parent	父親	Male	Neutral	NEWS	Yes	NA	CNA	對於謝霆鋒表示要暫時休息一陣子,謝賢說,他也贊成,不過謝霆鋒應該和經紀公司討論;至於是否和王菲結婚,謝賢表示,做父親的不過問感情的事,他不贊成不反對,謝霆鋒出社會有幾年了,他有戀愛的自由。	2002	0.572272419929504	Neutral	Neutral	Neutral
_	_	daughter	Child	女兒	Female	Positive	NEWS	No	Yes	CNA	市府教育局今天舉辦發表會,台北市長馬英九在會中以過來人的經驗說,他是初中一年級才開始學英語,兩個女兒都是六歲後才開始接觸,至今都有不錯的語言能力,足證學習英語重情境與動機,與學齡並無絕對關係。	2004	0.931429207324982	Positive	Positive	Positive
_	_	father	Parent	父親	Male	Negative	NEWS	No	No	CNA	苗栗縣南庄鄉蓬萊村原住民部落今天發生父親打死兒子的人倫悲劇。	2005	0.993375360965729	Negative	Negative	Negative
_	_	sister	Sibling	妹妹	Female	Neutral	NEWS	No	Yes	CNA	一名陳姓女藥師受訪說,她的妹妹都已有男友,而她到現在都還沒有男友,主要是工作環境很難遇到適合的對象,每當回家總會被媽媽問到有沒有心儀的男生,令她不知如何是好。	2009	0.906592905521393	Neutral	Neutral	Positive
_	_	daughter	Child	女儿	Female	Other	NEWS	Yes	NA	XIN	扎什伦布寺民管会成员、古建公司负责人旺久告诉记者,甘珠尔殿主要维修项目的80%已经完成,目前正在实施这一殿堂剩余屋面阿嘎土的夯打,重砌女儿墙笾玛草等工程。	2009	0.589739143848419	Neutral	Neutral	Neutral
_	_	husband	Spouse	丈夫	Male	Neutral	NEWS	No	No	CNA	她悲嘆自己「又聾又瞎又啞」,生不如死,很想在丈夫的忌日離開人世。	2007	0.859596133232117	Negative	Negative	Negative
_	_	son	Child	兒子	Male	Neutral	NEWS	No	No	CNA	警方表示,這起案件發生在下午1時左右,鍾姓男子疑似酒後與兒子發生口角,竟拿砍柴用的刀追殺兒子,砍傷兒子的左臂動脈,傷者當場血流如注,顧不得傷勢,急忙逃出家門。	2010	0.974988162517548	Neutral	Negative	Negative
_	_	man	Adult	男人	Male	Neutral	NEWS	No	Yes	CNA	冰島男人的壽命位居世界第二位,平均七五點七一歲,其次是香港七四點九歲,瑞典七四點八一歲。	1993	0.970020353794098	Neutral	Neutral	Positive
_	_	son	Child	兒子	Male	Negative	NEWS	No	No	CNA	私立東南工專畢業生馬丞葳繼昨天召開記者會,指控東南工專董事長的兒子蔣維泰利用學生推廣教育中心代辦直升美國碩士班涉嫌詐欺後,馬丞葳今天在母親陪同下前往台北地檢署按鈴控告蔣維泰涉嫌詐欺。	1997	0.976444780826569	Neutral	Negative	Negative
_	_	girl	Not_Adult	女孩子	Female	Neutral	NEWS	No	Yes	XIN	按照传统,七夕节这一天女孩子要在瓜果架下朝天祭拜,祈求上天赐给她们织女一样灵巧的双手和美满爱情。	2005	0.754427254199982	Neutral	Neutral	Positive
_	_	boy	Not_Adult	男孩	Male	Neutral	NEWS	No	No	CNA	當哀悼者為十五日以色列建國日被殺害的人舉行葬禮時,加薩走廊又有一名巴勒斯坦男孩被殺。	2001	0.986537337303162	Neutral	Negative	Negative
_	_	brother	Sibling	弟弟	Male	Negative	NEWS	Yes	NA	XIN	经过提审、取证,在大量的事实证据面前,谢某交代了该批象牙制品和鳄鱼皮是其弟弟在喀麦隆以极低的价格购得,夹藏于集装箱中偷运进境,并让其负责国内接货的犯罪事实。	2003	0.505871653556824	Neutral	Neutral	Neutral
_	_	husband	Spouse	丈夫	Male	Neutral	NEWS	No	No	CNA	酒井坦承,7 月30日左右,她用吸管吸食丈夫吸食後殘留的安毒。	2009	0.960943937301636	Negative	Negative	Negative
_	_	son	Child	儿子	Male	Neutral	NEWS	No	Yes	XIN	1月28日,他和妻子带着被救的儿子孙壮苗来到医院,送给李倩2000元钱“买点补品”,被李倩谢绝。	1994	0.640279054641724	Positive	Positive	Positive
_	_	daughter	Child	女兒	Female	Neutral	NEWS	Yes	NA	CNA	一個多月來,陳水扁從自行炊煮食物的災民,女兒罹難依舊堅強生活的母親等災民身上,看到了台灣的生命力,以及義工的熱情展現台灣人有情有義的本質。	1999	0.591285943984985	Positive	Neutral	Neutral
_	_	boy	Not_Adult	男孩	Male	Neutral	NEWS	No	No	XIN	研究同时发现,过胖男童在身体上及语言上受欺凌的可能性要比体重正常的男孩高66%,专家认为,导致这一现象的原因是过胖男孩的身材。	2006	0.783118009567261	Neutral	Negative	Negative
_	_	father-in-law	Parent_In_Law	公公	Male	Other	NEWS	No	Yes	CNA	由於南陽國小是今年「第十二屆全國兒童聯想創作畫」比賽最大贏家,美術老師卓志明教學認真,教學亦有創意,文化中心借重長才,用人形創作耶誕老公公之戶外大型裝置藝術,即是他的構想。	2004	0.755330145359039	Neutral	Positive	Positive
_	_	sister	Sibling	妹妹	Female	Neutral	NEWS	No	No	XIN	“我醒来后发现爸爸妈妈、外公外婆、弟弟妹妹都不见了。	2009	0.94319486618042	Neutral	Neutral	Negative
_	_	boy	Not_Adult	男孩	Male	Neutral	NEWS	No	Yes	XIN	刚上一年级的小男孩陈俊杰每天都会和5岁的弟弟来广场练习轮滑。	2008	0.850261449813843	Positive	Neutral	Positive
_	_	son	Child	儿子	Male	Neutral	NEWS	Yes	NA	XIN	老人年纪渐大后,儿子滕志林怕自己一个人照顾不好母亲,建议三个妹妹都嫁在张溪本地,以便一起照顾母亲。	2006	0.83347225189209	Positive	Positive	Neutral
_	_	husband	Spouse	丈夫	Male	Neutral	NEWS	No	Yes	XIN	早在王�鞒稣鞫�奥会之前,张晓霞和丈夫王春江就坚信这枚金牌注定要被女儿收入囊中。	2006	0.866591215133667	Positive	Positive	Positive
_	_	girl	Not_Adult	女孩	Female	Neutral	NEWS	No	No	CNA	但小女孩今天坐在母親身邊接受媒體訪問時,言談當中仍難掩驚恐心情。	2010	0.92528247833252	Neutral	Negative	Negative
_	_	sister	Sibling	姐姐	Female	Neutral	NEWS	No	No	XIN	赛前夺标呼声最高的当属埃塞俄比亚的“小”迪巴巴,四年前,她和姐姐被邢慧娜“暗算”,丢掉了必赢的金牌,今晚,她紧紧咬住前方的“兔子”、土耳其的阿贝莱盖塞。	2008	0.984651684761047	Neutral	Neutral	Negative
_	_	daughter	Child	女儿	Female	Segment	NEWS	No	Yes	XIN	新的妇女儿童纲要绘就了新世纪中国妇女儿童发展的第一份宏伟蓝图。	2001	0.996797144412994	Positive	Neutral	Positive
_	_	brother	Sibling	兄弟	Male	Negative	NEWS	No	No	CNA	立法委員陳宏昌今天上午向行政院提出書面質詢指出,據報導海岸巡防司令部南巡部人員與保七總隊隊員,在海上緝私時因爭功而發生其中一方對空鳴槍的行為,這種兄弟鬩牆行徑是不對的,應檢討改進。	1994	0.995529592037201	Neutral	Negative	Negative
华义	_	boy	Not_Adult	男孩	Male	Neutral	NEWS	Yes	NA	XIN	通常有男孩的家庭会用竹竿挑起“鲤鱼旗”立在自家庭院里。	2009	0.570184051990509	Neutral	Neutral	Neutral
_	_	wife	Spouse	妻子	Female	Neutral	NEWS	Yes	NA	CNA	天津「現代快報」稱,這招果然靈驗,兒子很快便酣睡,而且一睡就睡到第2天中午還沒醒,把張姓市民嚇壞了,只好將原委告訴妻子。	2010	0.55513459444046	Neutral	Neutral	Neutral
_	_	wife	Spouse	妻子	Female	Neutral	NEWS	No	Yes	XIN	刚刚从日本来香港工作4个月的山崎泰弘带着妻子山崎淑华,在海边已拍完了5个胶卷。	1997	0.911084294319153	Neutral	Neutral	Positive
_	_	daughter	Child	女儿	Female	Neutral	NEWS	Yes	NA	XIN	中国教育部长周济,美国前总统尼克松的女儿、华美协进社理事艾森豪尔,以及来自华美协进社的合作伙伴单位华东师范大学的专家学者等人出席了签字仪式。	2006	0.943809270858765	Neutral	Neutral	Neutral
_	_	mother	Parent	母親	Female		NEWS	No	No	CNA	高雄港務警察局表示,旗津海域海流湍急,尤其在高雄港旗后燈塔下海域更暗藏漩渦,五月十三日母親節當天還發生三名學生戲水被海流捲走,只有一名女學生被救起,另外兩名堂兄弟遭溺斃的不幸事件,令家屬傷痛欲絕。	2007	0.56146627664566	Neutral	Negative	Negative
_	_	brother	Sibling	兄弟	Male		NEWS	No	Yes	XIN	谨祝兄弟的中国人民在以江泽民同志为核心的中国共产党领导下在新世纪取得新的、更加辉煌的成就。	2001	0.9922034740448	Positive	Positive	Positive
_	_	brother	Sibling	弟弟	Male		NEWS	No	Yes	XIN	几天来,其弟弟的骨髓细胞已在病人体内发挥作用。	1994	0.482786238193512	Neutral	Neutral	Positive
_	_	husband	Spouse	丈夫	Male		NEWS	No	No	XIN	香港特区政府发言人证实,在泰国普吉的香港入境处人员28日晚接到一名外籍女士通知,表示其持有香港身份证的丈夫在此次海啸中丧生。	2004	0.987354576587677	Neutral	Negative	Negative
_	_	mother-in-law	Parent_In_Law	婆婆	Female		NEWS	No	Yes	XIN	今年90岁的孤寡老婆婆王洪珍入敬老院时间长,得到官兵的照顾多。	1994	0.705473721027374	Positive	Neutral	Positive
_	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	CNA	雖然固定使用的男孩比例較女孩高,但是在青少年男女間的差異有減少的趨勢;不過,鎮靜劑、安眠藥及香菸等項目則為例外,女孩使用比例還比男孩高。	2004	0.870364904403687	Neutral	Neutral	Positive
_	_	father	Parent	父親	Male		NEWS	No	Yes	CNA	金日成是北韓現任領袖金正日的父親。	2007	0.835915148258209	Neutral	Neutral	Positive
_	_	sister	Sibling	姐姐	Female		NEWS	No	Yes	CNA	12年前,貝克漢在艾塞克斯(Essex)買了一棟價值25萬英鎊的4間臥房住屋給他姐姐。	2010	0.502058506011963	Positive	Positive	Positive
_	_	sister	Sibling	姐姐	Female		NEWS	No	Yes	XIN	”苏乙拉接下来拿着手提摄像机,把小舅子的比赛一一录了下来,说要回去放给乌云巴图的姐姐看。	2000	0.592141687870026	Neutral	Neutral	Positive
_	_	boy	Not_Adult	男孩	Male		NEWS	No	Yes	CNA	郭曉華表示,「春夏秋冬」是以中國古典舞蹈為素材,編排四種中國少女情懷的舞蹈;「囉嗦囉嗦」是用彞族的特別舞步表現一群男孩女孩快樂的心情;「挖地瓜」則是描寫中國北方農村兒童的故事。	1993	0.757312297821045	Neutral	Neutral	Positive
_	_	daughter	Child	女儿	Female		NEWS	No	Yes	XIN	王蒙超的姥爷说:“虽然回家过节的人和过节的气氛少了很多,但我们非常支持女儿的工作,全国都在防治‘非典’,国家需要他们。	2003	0.996717035770416	Positive	Positive	Positive
王军	_	mother	Parent	母亲	Female		NEWS	No	Yes	XIN	劳拉1991年和母亲一同参演《激情蔷薇》,分别获得奥斯卡最佳女主角奖和女配角奖提名,成为奥斯卡奖史的佳话。	2010	0.97139972448349	Neutral	Neutral	Positive
_	_	woman	Adult	女人	Female		NEWS	No	Yes	CNA	苦苓和黃越綏是多年好友,卻也各是大男人、大女人俱樂部的代表。	2001	0.990266859531403	Neutral	Neutral	Positive
_	_	man	Adult	男人	Male		NEWS	No	No	CNA	「曼谷郵報」專題中指出,造成日本男人無法娶本國婦女而須郵購亞洲新娘係物質主義高漲所致。	1991	0.99281245470047	Negative	Negative	Negative
师海波	_	father	Parent	父亲	Male		NEWS	No	Yes	XIN	李立达之所以能成为世界上横渡琼州海峡年龄最小的人,他的父亲李五九说:“儿子,你的成功有罗牛山一半功劳。	2001	0.895151436328888	Positive	Positive	Positive
_	_	girl	Not_Adult	女孩	Female		NEWS	No	Yes	CNA	今年40歲的唐醫師,2 年多前喜獲麟兒,心想「就資助1 個女孩,來陪伴我可愛的兒子。	2010	0.509301066398621	Positive	Positive	Positive
_	_	father-in-law	Parent_In_Law	岳父	Male		NEWS	Yes	NA	XIN	被告人马院超在郑州经营粮油生意期间,于2000年10月应其在贵州做粮油买卖的岳父朱天喜(在逃)的要求订购一车皮大米。	2002	0.899069786071777	Neutral	Neutral	Neutral
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	Yes	XIN	婚后她在公公指导下,开始同丈夫王泽德一道苦心钻研,遍访名医,学习研究脉管炎的药剂配制和外科手术。	1993	0.983985722064972	Positive	Positive	Positive
_	_	brother	Sibling	哥哥	Male		NEWS	No	Yes	CNA	他也提到,哥哥菲爾(Phil)曾經警告他,不管父親在比賽前拿任何藥物給他吃,都不要吞下,但他沒有理會,仍服用下去。	2009	0.962392628192902	Neutral	Negative	Positive
_	_	father-in-law	Parent_In_Law	公公	Male		NEWS	No	Yes	XIN	和公公婆婆一起静静等候包机到来的董晓萌来自沈阳,来墨西哥探亲的董晓萌因为怀有身孕受到了特别关照,也被媒体作为重点采访对象重重包围。	2009	0.967733681201935	Neutral	Neutral	Positive
_	_	son	Child	兒子	Male		NEWS	Yes	NA	CNA	林父表示,林裕騰是他的第二個兒子,育有5歲、2歲一對幼兒,30幾歲的媳婦說不會改嫁,會好好撫養子女長大。	2009	0.711634755134583	Positive	Neutral	Neutral
_	_	mother-in-law	Parent_In_Law	岳母	Female		NEWS	No	No	CNA	警方表示,經初步偵訊後,江哲宏坦承因妻子與岳母平日對其態度不佳,在案發當日於桃園飲酒作樂時向友人「大展」表示不滿情緒,在酒意助力之下,才會前往岳母住處開槍懲凶。	2000	0.645447015762329	Negative	Negative	Negative
