Form	Year	Register	Source	Text	Label	Score
woman	1959	FIC	Play:MalcochonSix	  world, The priest and magistrate, the rich man, the... WOMAN; WIFE Chantal! Look out! The MOUMOU plunges a cutlass into CHANTAL's	LABEL_0	0.972685933
woman	1951	FIC	Mov:SealedCargo	  AFTER them as they start climbing a sharp incline. 415 PAN SHOT the Gaunt Woman, shadowy in the moonlight... SWING TO the submarine speeding away from her across	LABEL_0	0.540413558
woman	1953	FIC	Null-ABC	  shouted at him. " Shut up, yourself, Ginter, " a hatchet-faced woman Literate from the Finance Section squawked. Literate President Morehead, an amiable and ineffective	LABEL_0	0.995136559
woman	1954	FIC	FrederigoPower	  once sinking into its soft, yielding depth, stretching out both hands to the woman, the friends, the doctor -- faceless, all of them -- who stared	LABEL_0	0.962540984
woman	1955	FIC	Play:RichardAnne	  failed me, Nor had I ceased to love her, Nor looked at any woman, least of all At Elizabeth, my niece. p. 43 DAG Who told	LABEL_0	0.995770395
woman	1950	FIC	WorldEnoughTime	  his head. It was a woman's face, the face of an old woman. The skin hung slackly from it as though it had once been well fleshed	LABEL_0	0.986107111
woman	1956	FIC	LucyCrown	  , " I'm afraid I... " " Dora, " the woman said. " And I know yours. Won't you sit down? And	LABEL_0	0.994333506
woman	1956	FIC	BoonIsland	  " -- he rattled off the larger print. " Now tell me, what woman in N'awlins don't want a marcel wave and shampoo for free? " Dove	LABEL_0	0.965829611
woman	1956	FIC	BoonIsland	  and three spoons. " Haddock! " Captain Furber said portentously. " The Woman " -- and I took The Woman to be Mrs. Furber -- " cooks the	LABEL_0	0.903273821
woman	1957	FIC	WapshotChronicle	  told me this herself. " " It seemed a confining life for a young woman, " Justina said. " Last year I bought her a ticket to go	LABEL_0	0.646479607
woman	1958	FIC	SummerPlace	  quit two days ago, he was so hard to get along with. This woman, old Martha Hulbert, started driving to Florida to look for work, but	LABEL_0	0.980852544
woman	1954	FIC	DawningDay	  Thirty years ago there were all sorts of actions going on. There was a woman used to live in the Binnacle? " She sighed. " Well, all	LABEL_0	0.992512465
woman	1952	FIC	Play:JudgementInMorning	  ! I can just hear them! Whenever I leave a room - " poor woman - poor woman " - No, Drew - No! I'm not going	LABEL_0	0.994497001
woman	1955	FIC	MissMorissaDoctor	  , but your plan here is suicidal. " " Suicidal? " the young woman repeated after him, but as though facing the word for the first time,	LABEL_0	0.993836582
woman	1958	FIC	PlowshareInHeaven	  as they finally did, she was more or less straightened out by an old woman who claimed she wasn't a Christian Science practitioner or a faith-healer, but who	LABEL_0	0.98403877
woman	1953	FIC	Landfall	  . " Oh, no. No. He's gaining. " " My woman says she'd rather be the sick one any day than have something ail me	LABEL_0	0.897573113
woman	1954	FIC	Katherine	  rest her sweet soul! " At the corner of Ave Maria lane, a woman's voice somewhat thickened with drink shouted out, " Cock's bones, but	LABEL_0	0.792629659
woman	1957	FIC	WapshotChronicle	  Boy, boy, oh you! " Looked up to window. Saw naked woman. Big brindle bush of hair like beard. Plain face. Man enters picture	LABEL_0	0.989918649
woman	1956	FIC	BoonIsland	  favor like that -- " Naturally she lied. Who ever heard of a hustling woman who wouldn't rather lie than ride a passenger train? Buddy, what I	LABEL_0	0.992712677
woman	1951	FIC	Harpers	  window let the sun flood the room, which was nevertheless stone cold. The woman's mouth was open, her hands were pressed together as in prayer and the	LABEL_0	0.960700572
woman	1955	FIC	Hoofer	  's father, he knew. He was getting close -- close to home and woman and child. He dropped the bag suddenly and leaned against a fence post,	LABEL_0	0.99363625
woman	1951	FIC	Hangsaman	  death. The nurse now was the German one, the deaf one, a woman older than his mother. | " She's the same, " the nurse said	LABEL_0	0.990604699
woman	1952	FIC	Harpers	  , though. " " Well, if you do it again, " the woman pointed out, " you get punished twice as bad the next time. "	LABEL_0	0.989113688
woman	1950	FIC	JoyStreet	  , but there was no answer at the Daniellis' flat, and the middle-aged woman who answered92her ring at the De Luccas' either spoke practically no English or pretended	LABEL_0	0.981867075
woman	1956	FIC	Harpers	  , is going out with another man. To spite her, Bertram takes another woman to dinner and sees Gary in the same restaurant. 13 H 0 W I	LABEL_0	0.98152554
woman	1955	FIC	Lolita	  nm the denial amounted to the admission, for Charlotte Chapin was not a stupid woman. She was a far from stupid woman. From among her numerous suitors she	LABEL_0	0.995132506
woman	1952	FIC	WorksLove	  to think of the stove, " and maybe it was. But not every woman. Not one like his wife. He tried to explain, as they drove	LABEL_0	0.987728238
woman	1959	FIC	Hawaii	  wearing slimly cut jodhpurs. It was the first time he had ever seen a woman in pants. She caught the look. " No, I don't ride	LABEL_0	0.971182585
woman	1952	FIC	Build-Up	  back at her savagely. " Well, over your grief, " the poor woman said. It was that perhaps that brought him about. For after all,	LABEL_0	0.991799355
woman	1953	FIC	Harpers	  , crazed By that jealous goddess, murdered his children; Samson, from a woman's lap, woke blinded, Turning a mill in Gaza; Adam, our	LABEL_0	0.994125366
woman	1959	FIC	JupiterWeapon	  . " That was part of the conditioning too: I couldn't love any woman until my job was done. " Trella disengaged herself. " I'm sorry	LABEL_0	0.995043635
woman	1956	FIC	Mov:WhileCitySleeps	  on Nancy's door. She wouldn't open it so he went after another woman on the same floor. We got it from O'Leary. INT. SENTINEL BULLPEN	LABEL_0	0.912064433
woman	1950	FIC	EagleOnCoin	  was hard to interpret at first because it was no more the writhing of a woman aroused than it was the frantic insinuation that a frightened swimmer might attempt on the	LABEL_0	0.99412328
woman	1955	FIC	MissMorissaDoctor	  around, ma'am, " Tris laughed when Morissa called him to ease the old woman's mind. " No petty crimes here in the West. We rob'	LABEL_0	0.979288518
woman	1954	FIC	Katherine	  's fair face, but he was increasingly convinced that Hawise's devotion to this woman was unfortunate, even dangerous. The mortal hatred aimed at the Duke might well	LABEL_0	0.992993653
woman	1958	FIC	Maggie-Now	  Hull. " " Hull, yes. That's it. " " A woman would never write about sex. Everybody'd think she was writing about herself.	LABEL_0	0.918175042
woman	1955	FIC	Guardians	  the supply room. " You're still all right, Dick, " the woman said. " She hasn't been here long enough to -- " " We	LABEL_0	0.679168165
woman	1958	FIC	DaughterEve	  it's got me worried. But I would argue back that here was a woman in a desperate pligh -- bout to be rape -- ho seized at a straw	LABEL_0	0.995387495
woman	1953	FIC	Mov:AffairWithStranger	  go out on the road with another woman. CAROLYN (bowled over) Another woman! CYNTHIAJanet Boothe. CAROLYNNot Bill. CYNTHIANot so much Bill as Boothe. CAROLYN	LABEL_0	0.985221088
woman	1951	FIC	ProudNewFlags	  down at the cowering, utterly terrified girl. " Je-sus! It's a woman, all right, but ain't she a mess? Must've come offa	LABEL_0	0.994669974
woman	1955	FIC	MissMorissaDoctor	  , greasy with old smoke, came out of the duskiness and she saw a woman on a bunk, only the white skull-face clear. Swiftly Morissa counted the failing	LABEL_0	0.990361571
woman	1953	FIC	ChainInHeart	  baffled, stopped beside a counter where a lady was making a purchase. A woman's voice asked, " What do you want, boy? " At first	LABEL_0	0.990595222
woman	1958	FIC	Spartacus	  mind the strange case of a Roman matron and patrician who envied a barbarian slave woman. First, he considered whether Julia was telling the truth. He decided that	LABEL_0	0.943394065
woman	1959	FIC	TentsWickedness	  trouble. " She looked past me, and I followed her look. The woman with the dirty pearls was watching us from the window of the office. "	LABEL_0	0.9939394
woman	1956	FIC	Play:Workers	  MPULO After all these years, the sacrifice, the faithful service! 2ND OLD WOMAN Hear and see the white man and his ways! 1ST OLD WOMAN Their ways	LABEL_0	0.72812134
woman	1956	FIC	BoonIsland	  damned pistols, " was Reba's reaction. When she read of a widow woman who fell and broke her leg on a downtown street and someone stole forty-eight dollars	LABEL_0	0.995089233
woman	1953	FIC	Mov:AffairWithStranger	  mean? Is it that Boothe woman? CRAIG (too innocently) What Boothe woman? CYNTHIA (mimicking sarcastically) What Boothe woman! The one that's in	LABEL_0	0.987329006
woman	1958	FIC	HardBlueSky	  call pitifully to her from inside. While she was sitting in the sunlight a woman, frantic, burst through the trees screaming, " My children -- what have	LABEL_0	0.984143257
woman	1958	FIC	Exodus	  sent through the left exit to the labor camp. In the next line a woman screamed and half a dozen guards convergedon her and flung her to the ground and	LABEL_0	0.992435277
woman	1956	FIC	Harpers	  a good woman. If one must marry it is better to marry a bad woman. " " I did and it wasn't much fun. " " I	LABEL_0	0.918319106
woman	1957	FIC	MomentTruth	  . Here he turns to a different problem -- the adjustment demanded of a pioneer woman, not in those days but Tomorrow -- on Mars. moment of truth by BASIL	LABEL_0	0.978189409
woman	1950	FIC	Disenchanted	  " They both moved their hands. Ricket said, " If there's a woman, she won't show now. " " Nobody knows anything! " Hilton	LABEL_0	0.966708481
woman	1950	FIC	Play:LittleBlueLight	  one of you sissies, doesn't it, to be really nasty to a woman! GANDERSHEIM A woman! What kind of a woman are you? I thought	LABEL_0	0.993220448
woman	1951	FIC	Play:MissMabel	  foot) Please forgive me, Mrs. Ilahee - - - - - My foot ain't the woman you love, so stop hugging it. PETER I'm really sorry, ma'am	LABEL_0	0.995039165
woman	1953	FIC	Mov:AffairWithStranger	  do, why did you run away and leave him at the mercy of that woman? CRAIGI had to get back here and arrange for the New York opening.	LABEL_0	0.814832628
woman	1957	FIC	Harpers	  " " And no family lives there? " " No. " The old woman shook her head. Mrs. Fisher tried to explain, but the old woman was	LABEL_0	0.974662364
woman	1951	FIC	BlindSpot	  was a girl. No real man is ever himself in the presence of a woman's tears. I was again on the point of surrender. Suddenly she looked	LABEL_0	0.98656404
woman	1968	FIC	Bloodline	  And, I tell you the truth, I was scared to death of that woman. I was even more scared of her than I was of him because she	LABEL_0	0.995578587
woman	1962	FIC	LettingGo	  Scott and Brown. Braun the name no doubt was, and perhaps the young woman is of German origin, though I should detest thinking so. One more un-German	LABEL_0	0.95629704
woman	1966	FIC	Play:Beclch	  ! NUALA (Frantic) What does he mean by feed the head! NATIVE WOMAN Queen's head cut off! Head sit on throne, bowl sit in front	LABEL_0	0.990085959
woman	1966	FIC	EfficiencyExpert	  which he ate and slept. As he turned the corner, he heard one woman say to another, as they watched a man stumbling sorrowfully down the street:	LABEL_0	0.986536324
woman	1967	FIC	DeathKit	  , after giving Hester a large white pill to swallow. " How disagreeable that woman is, " exclaims Diddy. They haven't spoken while she was in the	LABEL_0	0.991909683
woman	1967	FIC	Play:PeopleVsRanchman	  carrying my purse since I just stepped out to look for the children. GROUND WOMAN I thought I was dreaming. My body was roasting hot, and it was	LABEL_0	0.984167993
woman	1965	FIC	Stitch	  . That poor woman's going to find out. " The screen showed the woman in black, Edward wanted to, but did not ask what channel she was	LABEL_0	0.991041899
woman	1961	FIC	Play:CrawlingArnold	  Arnold.) For Christ's sake, stop embarrassing us in front of the woman! Color the goddamn sky blue! (He glares over Arnold's shoulder.	LABEL_0	0.988144875
woman	1962	FIC	LettingGo	  I see him every day? But my mother says La Condesa is a disreputable woman, title or no title, and that I must on no account even speak	LABEL_0	0.981531262
woman	1963	FIC	Mov:Charade	  , less proper, spot on the human anatomy, forcing the man or the woman to retrieve it -- again, with the chin only. This latter is an	LABEL_0	0.969315469
woman	1962	FIC	Play:Veronique	  know where you are all the time, who you're with. And a woman is just as bad if not worse. TOWNSEND RINGWALD You've been kept by	LABEL_0	0.989093304
